,logFC,logCPM,PValue,FDR
YBL078C,0.809498613,5.76664373,3.66E-10,5.03E-09
YPR167C,1.143908474,6.00480755,3.69E-10,5.05E-09
YMR265C,0.816327916,6.49370855,3.77E-10,5.15E-09
YJR150C,-2.363773957,2.998416483,3.86E-10,5.26E-09
YBR039W,0.598925958,7.53858965,3.87E-10,5.27E-09
YMR300C,-1.268079293,7.027552591,4.11E-10,5.58E-09
YFR024C-A,0.649514784,7.995077916,4.21E-10,5.70E-09
YCL057W,0.594426203,7.762083651,4.27E-10,5.77E-09
YOL162W,1.973451755,3.437192144,4.37E-10,5.90E-09
YBR068C,-0.520285406,8.788623152,4.58E-10,6.16E-09
YDL174C,0.631299419,7.838586055,4.73E-10,6.34E-09
YDL009C,1.310818718,4.777909385,5.14E-10,6.88E-09
YJL155C,0.694039919,6.855130627,5.26E-10,7.03E-09
YDR481C,-0.56718914,7.940318009,5.27E-10,7.03E-09
YNL248C,-1.26173907,6.204280346,5.45E-10,7.25E-09
YNL112W,-1.098062102,8.713100963,5.47E-10,7.26E-09
YPR148C,0.621315964,7.624361641,5.51E-10,7.29E-09
YPR138C,0.771814903,7.044639608,5.57E-10,7.36E-09
YHR110W,0.73285846,6.589538718,5.58E-10,7.36E-09
YLR273C,1.607489384,4.381427516,5.67E-10,7.46E-09
YJR116W,0.743259032,6.571568115,6.17E-10,8.10E-09
YOL129W,0.554940038,7.632463062,6.37E-10,8.33E-09
YKL217W,1.000011667,5.498233012,6.68E-10,8.72E-09
YER092W,0.826543442,5.866366759,7.00E-10,9.12E-09
YHR063C,0.648489756,6.789460968,7.11E-10,9.25E-09
YJR058C,0.810190968,6.284436625,7.75E-10,1.00E-08
YKL100C,0.58142983,7.761469733,7.76E-10,1.00E-08
YBR199W,0.554025521,8.136504811,7.77E-10,1.00E-08
YLR330W,0.491360465,8.779268431,7.99E-10,1.03E-08
YBR071W,0.800073726,6.110415825,8.37E-10,1.08E-08
YIR017C,1.551890529,5.108539486,8.40E-10,1.08E-08
YOR340C,-0.940290189,5.593270674,8.44E-10,1.08E-08
YKR013W,0.613402847,8.350516772,8.47E-10,1.08E-08
YDR100W,0.916087713,5.994000582,9.15E-10,1.17E-08
YOL143C,-0.578898421,8.282845675,9.49E-10,1.21E-08
YGL208W,0.823065954,6.00061063,9.62E-10,1.22E-08
YLR154C,1.028745833,5.117426422,1.04E-09,1.32E-08
YDR510W,0.568882577,7.504132356,1.04E-09,1.32E-08
YLR056W,-0.64224689,8.721531367,1.08E-09,1.37E-08
YJR077C,0.579779831,8.21916547,1.09E-09,1.37E-08
YKR098C,0.83546311,6.47507428,1.13E-09,1.42E-08
YOL114C,1.537100157,4.069746895,1.13E-09,1.42E-08
YDL167C,-1.301991875,5.330391362,1.15E-09,1.43E-08
YLR248W,0.522175576,8.003337751,1.15E-09,1.44E-08
YDR309C,0.858243919,6.636148186,1.20E-09,1.50E-08
YPR018W,0.89282128,5.646115778,1.23E-09,1.53E-08
YLR383W,0.809423049,5.864489692,1.24E-09,1.54E-08
YJL101C,-0.604456145,6.926051425,1.26E-09,1.56E-08
YMR008C,-1.326931359,7.719657422,1.29E-09,1.59E-08
YJL077W-A,2.695004309,2.99295969,1.31E-09,1.61E-08
YPR063C,0.622994212,7.353631825,1.32E-09,1.62E-08
YOR114W,1.750292171,3.994297054,1.42E-09,1.74E-08
YHR050W,0.543367816,7.675076149,1.43E-09,1.76E-08
YLR001C,0.898787281,6.056071055,1.59E-09,1.95E-08
YLR314C,0.54679311,8.109709992,1.62E-09,1.97E-08
YMR124W,0.57228044,7.294057191,1.62E-09,1.97E-08
YDR088C,0.855489334,5.884692367,1.62E-09,1.97E-08
YOL108C,1.073389125,5.256478269,1.63E-09,1.97E-08
YDR436W,0.634905691,6.824045297,1.64E-09,1.98E-08
YNL239W,0.711136773,7.766435786,1.66E-09,2.01E-08
YMR081C,-0.954338833,5.590951786,1.71E-09,2.06E-08
YPL234C,0.515855901,8.28579798,1.88E-09,2.26E-08
YBR238C,-1.650541213,5.346552494,1.91E-09,2.29E-08
YMR275C,0.599869389,6.889549794,1.94E-09,2.32E-08
YOR003W,0.95138684,5.522491115,1.97E-09,2.36E-08
YLR105C,0.732589525,5.933628158,2.26E-09,2.69E-08
YLR346C,-2.07163415,3.055657533,2.26E-09,2.69E-08
YIL047C,-0.762881556,6.831470168,2.26E-09,2.69E-08
YOL136C,-1.27077542,6.407401773,2.30E-09,2.73E-08
YNL125C,0.75445166,6.635685309,2.38E-09,2.82E-08
YKR046C,0.559976164,7.533783557,2.42E-09,2.86E-08
YIL014C-A,1.887042954,3.480836581,2.47E-09,2.91E-08
YPR198W,0.638076491,6.527624289,2.64E-09,3.10E-08
YDR461W,-1.053610034,5.432356573,2.67E-09,3.13E-08
YBR207W,0.674322865,7.274496705,2.75E-09,3.22E-08
YJL166W,0.764808281,5.998912994,2.78E-09,3.26E-08
YAR007C,0.861993803,6.504192227,2.80E-09,3.27E-08
YNL215W,0.59083052,6.847141194,2.82E-09,3.29E-08
YGL252C,0.622309418,7.744419223,2.89E-09,3.36E-08
YER080W,0.697164819,7.135971552,2.90E-09,3.36E-08
YGL234W,-0.937980363,8.735393288,2.94E-09,3.40E-08
YDR507C,0.848300276,6.332169395,2.96E-09,3.42E-08
YOL154W,1.123233952,5.029102163,3.02E-09,3.48E-08
YOL018C,0.653258552,6.702471503,3.13E-09,3.60E-08
YMR029C,0.717434725,6.386389243,3.18E-09,3.66E-08
YHR162W,0.636654809,8.346479472,3.22E-09,3.69E-08
YJR112W-A,0.8505968,5.775390866,3.26E-09,3.73E-08
YOL052C-A,-1.923346482,4.25610322,3.27E-09,3.74E-08
YAL013W,0.57460883,7.232467674,3.29E-09,3.75E-08
YBR014C,0.955731146,6.015530192,3.31E-09,3.76E-08
YNL220W,-0.517532598,7.910901663,3.31E-09,3.76E-08
YER111C,0.944325493,5.415518045,3.43E-09,3.89E-08
YLR219W,0.613444118,7.414904002,3.69E-09,4.18E-08
YDR178W,0.651795949,7.007282709,3.82E-09,4.32E-08
YBR111C,0.568347501,7.560585249,3.87E-09,4.36E-08
YDR512C,0.828663792,5.467360382,3.88E-09,4.36E-08
YIL107C,0.731300821,6.367655191,4.00E-09,4.50E-08
YCL044C,0.867384554,5.852395356,4.08E-09,4.57E-08
YLR089C,-0.524277004,7.844290954,4.61E-09,5.16E-08
YKL054C,-0.480947508,8.194547896,4.78E-09,5.34E-08
YGR044C,-0.775808803,5.810032086,4.90E-09,5.46E-08
YNL054W-B,-0.787078562,6.845718195,5.11E-09,5.68E-08
YDR486C,0.692946311,6.391474291,5.26E-09,5.84E-08
YPL060W,1.109091219,4.611682404,5.38E-09,5.96E-08
YBR043C,0.755335015,6.508184145,5.47E-09,6.05E-08
YPL226W,-0.782638539,8.337286122,5.61E-09,6.19E-08
YER030W,0.70482669,6.752113398,5.78E-09,6.37E-08
YLR055C,0.578557486,7.092254721,5.92E-09,6.51E-08
YKL133C,0.961576803,5.164461543,6.01E-09,6.59E-08
YDR456W,0.653775223,7.022418501,6.13E-09,6.72E-08
YGR223C,0.774757219,6.683201904,6.14E-09,6.72E-08
YIR028W,1.594177518,4.088984527,6.16E-09,6.72E-08
YPL057C,-0.851771543,7.176712345,6.21E-09,6.76E-08
YLR153C,0.486348313,9.047784689,6.25E-09,6.80E-08
YDL003W,0.880300862,5.534702278,6.27E-09,6.81E-08
YGR042W,0.725390695,5.809547517,6.30E-09,6.83E-08
YNL223W,0.7365895,5.821799059,6.36E-09,6.88E-08
YLL022C,0.700194812,6.226183293,6.46E-09,6.97E-08
YGR038C-A,4.971530612,4.243245984,6.86E-09,7.40E-08
YPL224C,0.630488556,7.107056461,6.90E-09,7.42E-08
YKR057W,-0.453727153,9.824187977,6.91E-09,7.42E-08
YCR010C,1.327880193,4.314229873,6.93E-09,7.43E-08
YBR035C,0.631615439,7.061925628,7.27E-09,7.78E-08
YCL030C,-1.648295242,8.450180405,7.61E-09,8.13E-08
YGR031W,0.738188697,6.502707022,7.71E-09,8.22E-08
YPR111W,1.092130332,4.720002474,7.90E-09,8.41E-08
YFR041C,0.780857301,6.14670323,8.06E-09,8.56E-08
YLR231C,0.836499595,6.118072586,8.22E-09,8.71E-08
YJL212C,-0.657205867,6.364479376,8.56E-09,9.07E-08
YNL136W,0.841035956,6.482999385,8.74E-09,9.24E-08
YKR002W,0.614403692,6.650242174,8.85E-09,9.34E-08
YAR035W,1.320552215,5.305900642,8.94E-09,9.41E-08
YPL020C,0.876028639,6.270600766,9.11E-09,9.57E-08
YLR390W-A,0.445332066,9.302719873,9.20E-09,9.66E-08
YML055W,1.117595364,5.663076502,9.66E-09,1.01E-07
YER162C,0.680354919,6.367481919,9.77E-09,1.02E-07
YDR261C-D,-3.709416827,4.812824177,9.94E-09,1.04E-07
YPR011C,0.698970822,6.111639635,1.01E-08,1.05E-07
YJR117W,0.579688451,7.488735746,1.01E-08,1.05E-07
YNL115C,0.786848909,6.806682272,1.05E-08,1.09E-07
YJL100W,0.7366332,6.199837728,1.06E-08,1.09E-07
YGR186W,0.517533797,7.949948225,1.07E-08,1.11E-07
YIL088C,0.576279806,7.437950072,1.08E-08,1.11E-07
YGR079W,-1.704740691,3.456984986,1.09E-08,1.12E-07
YAL044C,-1.052981855,7.027297377,1.12E-08,1.16E-07
YLR099W-A,0.777972799,6.305491004,1.13E-08,1.16E-07
YDR506C,0.928521772,5.328199357,1.15E-08,1.18E-07
YGL120C,-0.896936238,6.951284929,1.15E-08,1.18E-07
YHR006W,0.693322901,7.046677633,1.17E-08,1.19E-07
YML085C,0.49281243,8.301943554,1.17E-08,1.20E-07
YGR048W,0.675726772,6.566348576,1.21E-08,1.23E-07
YDL024C,1.998369622,3.234379459,1.21E-08,1.23E-07
YFL059W,1.49392748,4.899915302,1.21E-08,1.23E-07
YIR032C,2.265029068,3.069054832,1.21E-08,1.23E-07
YJL050W,-0.961444836,6.779337848,1.27E-08,1.29E-07
YPR127W,0.658286504,6.368352301,1.28E-08,1.29E-07
YBL099W,0.455891759,8.941873898,1.32E-08,1.33E-07
YHR132C,0.516784034,7.888594773,1.37E-08,1.38E-07
YPR091C,0.791169763,7.158200864,1.41E-08,1.42E-07
YPR134W,0.855482251,5.401508258,1.45E-08,1.45E-07
YFR047C,0.739278532,7.231771764,1.48E-08,1.48E-07
YER178W,0.50028721,9.299642951,1.51E-08,1.51E-07
YGL219C,0.642804747,6.733022134,1.52E-08,1.52E-07
YER070W,-0.700386605,6.547969708,1.53E-08,1.53E-07
YBR109C,0.498308587,7.940788968,1.54E-08,1.53E-07
YEL038W,0.589821569,7.165645625,1.60E-08,1.58E-07
YKL069W,0.968875876,5.262068613,1.74E-08,1.73E-07
YER048C,0.525463072,7.531325762,1.75E-08,1.73E-07
YJR144W,0.618893485,6.762891433,1.78E-08,1.76E-07
YDR358W,0.588851547,6.818366174,1.80E-08,1.78E-07
YPL206C,0.607526666,6.875202077,1.90E-08,1.87E-07
YOL002C,-1.447157044,6.899452452,1.92E-08,1.89E-07
YDR284C,0.621975475,6.91347194,1.96E-08,1.93E-07
YKR058W,-0.73533142,7.199662202,2.06E-08,2.02E-07
YER145C,0.678904565,8.578442383,2.09E-08,2.05E-07
YGR284C,0.604673789,7.05486456,2.10E-08,2.05E-07
YDL035C,0.722715216,6.903771275,2.12E-08,2.07E-07
YOR020W-A,0.832733323,5.691949543,2.13E-08,2.07E-07
YIL140W,0.781534581,6.519496773,2.15E-08,2.09E-07
YLL058W,0.828142582,6.137983338,2.18E-08,2.12E-07
YKL051W,-0.777889754,6.747487393,2.19E-08,2.12E-07
YLR141W,0.85672101,5.453663394,2.19E-08,2.12E-07
YML115C,0.596588716,7.322463323,2.20E-08,2.12E-07
YGR207C,0.660385234,6.438164119,2.20E-08,2.12E-07
YGL124C,0.770048571,5.574443248,2.22E-08,2.14E-07
YLR109W,0.687218694,11.72746914,2.27E-08,2.18E-07
YGR135W,0.43544502,8.477789721,2.44E-08,2.34E-07
YOL047C,1.230966587,4.653010857,2.46E-08,2.35E-07
YOL020W,-0.595529454,6.863148978,2.53E-08,2.42E-07
YBR034C,-1.062530597,6.926124536,2.54E-08,2.42E-07
YMR271C,1.133731651,4.627332939,2.54E-08,2.42E-07
YNL333W,1.110152195,4.783686958,2.57E-08,2.44E-07
YLL056C,1.374177015,4.300969063,2.59E-08,2.46E-07
YHL034C,0.411525447,9.23007852,2.76E-08,2.62E-07
YDR304C,0.476676434,8.029669168,2.78E-08,2.63E-07
YNL074C,0.518178039,7.245977104,2.87E-08,2.71E-07
YDL132W,0.486231899,7.57826178,2.91E-08,2.75E-07
YDL018C,0.882896366,5.225734724,2.98E-08,2.81E-07
YKR077W,0.946599079,5.210819547,3.02E-08,2.84E-07
YNL064C,-0.655202107,8.579369193,3.06E-08,2.87E-07
YFR052W,0.59865573,7.399867348,3.16E-08,2.97E-07
YIL101C,-0.749065579,6.210785494,3.27E-08,3.06E-07
YGR235C,0.80132892,6.411155428,3.47E-08,3.24E-07
YGL087C,0.864663236,5.624149645,3.48E-08,3.25E-07
YFL049W,0.802040523,6.252291445,3.51E-08,3.27E-07
YGR153W,1.465739585,4.318038411,3.53E-08,3.28E-07
YCR057C,-1.381672983,6.068105149,3.53E-08,3.28E-07
YDR076W,1.380091291,4.629623045,3.63E-08,3.36E-07
YNL175C,-0.902577191,6.169628311,3.64E-08,3.37E-07
YPL270W,0.541211917,7.062403567,3.64E-08,3.37E-07
YFL041W,0.567288313,6.952596254,3.68E-08,3.40E-07
YAL064W,5.300195975,1.859678042,3.80E-08,3.50E-07
YDR003W,0.728663116,6.283048345,3.93E-08,3.62E-07
YLL053C,-1.462367258,3.735909862,4.02E-08,3.69E-07
YBR023C,0.615551783,7.518952011,4.07E-08,3.73E-07
YHR210C,0.781932727,5.257656147,4.15E-08,3.80E-07
YML069W,0.480582031,7.939432515,4.28E-08,3.91E-07
YDR298C,0.618767799,6.965785991,4.37E-08,3.99E-07
YGL161C,0.565799506,7.543001424,4.39E-08,4.00E-07
YLR264C-A,-1.318837334,5.352899121,4.47E-08,4.07E-07
YGR253C,0.464710316,8.397729066,4.53E-08,4.12E-07
YER098W,0.680315698,6.021195205,4.56E-08,4.14E-07
YPL123C,0.910049147,5.53844398,4.58E-08,4.15E-07
YDR348C,0.515720735,7.676784036,4.59E-08,4.15E-07
YAL031C,0.794743027,6.378949529,4.65E-08,4.20E-07
YDR381C-A,0.976308944,5.150368463,4.71E-08,4.25E-07
YPR173C,0.555933462,7.687588041,4.80E-08,4.32E-07
YDL147W,0.525234197,7.92959131,4.85E-08,4.36E-07
YML007W,0.533910745,7.600360966,4.85E-08,4.36E-07
YGR208W,-0.702609785,6.4814997,4.89E-08,4.38E-07
YOR215C,0.778187432,6.703737564,4.93E-08,4.42E-07
YLR070C,0.901170893,5.105634672,5.05E-08,4.51E-07
YIL079C,-1.112240124,4.465403174,5.07E-08,4.52E-07
YMR015C,-1.01798992,5.793509219,5.11E-08,4.55E-07
YMR068W,0.766279313,5.694781011,5.28E-08,4.69E-07
YIL156W-B,0.722469995,5.740362324,5.28E-08,4.69E-07
YLR260W,0.921396005,5.95552732,5.30E-08,4.70E-07
YER078C,0.658037536,6.164548236,5.36E-08,4.75E-07
YMR090W,0.787103482,5.713434945,5.39E-08,4.77E-07
YDR423C,0.720990357,6.132576692,5.42E-08,4.79E-07
YHR112C,0.782086656,6.33787044,5.46E-08,4.82E-07
YER136W,0.479077215,8.218959039,5.53E-08,4.87E-07
YEL058W,0.617415583,8.33701558,5.72E-08,5.03E-07
YBL030C,0.528955056,8.760259934,5.86E-08,5.15E-07
YGL004C,0.730842409,5.753703625,5.92E-08,5.19E-07
YKL032C,0.568930378,8.163472319,5.96E-08,5.22E-07
YKL152C,-0.335390476,12.94651788,6.00E-08,5.25E-07
YKR069W,0.788657644,5.949244833,6.04E-08,5.27E-07
YER131W,-0.52532018,9.649237167,6.14E-08,5.35E-07
YLR207W,0.54767535,6.805349374,6.27E-08,5.46E-07
YLR410W-B,-0.97384885,7.398620373,6.31E-08,5.48E-07
YLR080W,0.977406493,5.138387932,6.32E-08,5.48E-07
YJR051W,0.591887666,6.813523151,6.34E-08,5.49E-07
YPR019W,0.560598643,6.763611607,6.34E-08,5.49E-07
YDR379C-A,1.598801201,3.496090663,6.37E-08,5.50E-07
YKL151C,0.756938577,7.33566576,6.54E-08,5.64E-07
YDR260C,0.861439627,5.806981431,6.66E-08,5.74E-07
YMR252C,0.904028242,5.186030412,6.74E-08,5.79E-07
YIR007W,0.646984213,6.145025841,6.89E-08,5.92E-07
YBL005W,-0.975211762,5.80342026,7.04E-08,6.03E-07
YKL103C,0.969965639,7.860181829,7.04E-08,6.03E-07
YMR093W,-1.183166508,5.114814863,7.22E-08,6.17E-07
YBR082C,0.411689738,8.819204385,7.28E-08,6.21E-07
YMR201C,0.968743962,5.310135784,7.74E-08,6.60E-07
YHR007C,-0.617573717,9.053094999,7.83E-08,6.67E-07
YPL188W,0.856405101,5.496546398,8.03E-08,6.83E-07
YPL079W,-0.374407688,10.36500797,8.38E-08,7.10E-07
YLR095C,0.560696065,6.927067675,8.38E-08,7.10E-07
YGR281W,-0.527181343,7.117031042,8.58E-08,7.26E-07
YOL119C,0.7673572,6.03358197,8.70E-08,7.35E-07
YDL060W,-1.10956207,6.231994253,8.90E-08,7.51E-07
YIL065C,0.660121411,6.098032419,9.06E-08,7.64E-07
YDR349C,0.498315696,7.419110003,9.12E-08,7.68E-07
YOR132W,0.553995977,7.3724911,9.14E-08,7.68E-07
YKL046C,0.539794628,8.095418087,9.64E-08,8.09E-07
YLR192C,0.478769943,8.580002443,9.73E-08,8.14E-07
YML012W,0.480709523,8.57229891,9.73E-08,8.14E-07
YAL049C,0.675968137,6.461366815,9.91E-08,8.28E-07
YLR170C,0.714211718,5.941984144,1.05E-07,8.74E-07
YDR329C,0.603547459,6.821846818,1.06E-07,8.81E-07
YJL106W,1.087989138,5.26580481,1.13E-07,9.39E-07
YHR163W,-0.560317213,6.899779844,1.13E-07,9.41E-07
YNL003C,0.597493553,6.375283472,1.13E-07,9.41E-07
YPL249C,0.626885459,6.555904613,1.18E-07,9.81E-07
YOR092W,-0.735171995,5.868844318,1.21E-07,1.00E-06
YKL178C,2.719713137,2.77157553,1.21E-07,1.00E-06
YJL069C,-1.291555349,5.131268973,1.27E-07,1.05E-06
YIL124W,0.517261245,7.761195067,1.30E-07,1.07E-06
YKL190W,0.536544734,7.195776355,1.30E-07,1.07E-06
YKL078W,-1.91926345,3.788660798,1.30E-07,1.07E-06
YGR100W,0.565219933,6.951994458,1.33E-07,1.09E-06
YPL126W,-1.005995752,6.479815309,1.40E-07,1.15E-06
YPL150W,0.814300919,5.998283156,1.40E-07,1.15E-06
YAL015C,0.798417974,6.051618461,1.40E-07,1.15E-06
YDR231C,0.724827747,5.809695956,1.41E-07,1.15E-06
YCR069W,0.497472152,7.619181758,1.46E-07,1.19E-06
YGR061C,-0.7005916,8.82760048,1.47E-07,1.19E-06
YBR256C,0.633046166,7.18535613,1.49E-07,1.21E-06
YIL006W,1.005081935,4.941091063,1.51E-07,1.23E-06
YMR303C,0.85746537,5.375016756,1.54E-07,1.25E-06
YJR151C,0.82858593,5.402174208,1.56E-07,1.26E-06
YMR004W,0.665898471,6.422081769,1.57E-07,1.27E-06
YPL223C,1.227367817,4.460456992,1.59E-07,1.29E-06
YKL108W,1.057346161,5.195794036,1.63E-07,1.32E-06
YHR007C-A,2.278294777,2.706314883,1.67E-07,1.34E-06
YOR192C-A,6.69035952,2.79931359,1.68E-07,1.35E-06
YIR041W,2.635018796,2.589639504,1.72E-07,1.38E-06
YMR110C,0.566677361,7.154363746,1.74E-07,1.39E-06
YBR001C,0.611558579,6.651039906,1.75E-07,1.40E-06
YCL061C,0.845046022,5.515824801,1.78E-07,1.42E-06
YBL095W,0.748381516,5.564528804,1.80E-07,1.44E-06
YKL001C,0.806641825,5.515948337,1.85E-07,1.47E-06
YIL123W,-0.422346626,8.731511804,1.87E-07,1.49E-06
YJR036C,0.688667545,5.497828498,1.89E-07,1.50E-06
YJR040W,0.568879639,6.501633712,2.01E-07,1.60E-06
YLL026W,-0.833442941,9.645153423,2.12E-07,1.68E-06
YJL174W,0.436559541,8.179694218,2.14E-07,1.70E-06
YOL112W,0.706634607,6.047708365,2.19E-07,1.73E-06
YJR147W,-0.707156865,5.681498958,2.21E-07,1.74E-06
YDR460W,0.704696081,5.818987026,2.28E-07,1.80E-06
YCL039W,0.593683285,7.073019601,2.35E-07,1.85E-06
YPL024W,1.010225047,5.0593581,2.38E-07,1.88E-06
YGL200C,0.425235382,8.512315908,2.43E-07,1.91E-06
YMR030W,0.922277061,5.207840023,2.47E-07,1.94E-06
YDR272W,0.632281578,6.355852436,2.54E-07,1.99E-06
YMR317W,0.667542563,6.172762655,2.55E-07,1.99E-06
YPR066W,0.83501542,5.038572481,2.62E-07,2.05E-06
YKL203C,0.615881858,6.83259782,2.74E-07,2.14E-06
YML035C,-0.56581259,6.639813134,2.75E-07,2.15E-06
YPL241C,1.12433078,4.265822745,2.77E-07,2.15E-06
YPL257W-A,3.276397948,4.920617764,2.79E-07,2.17E-06
YLR157C-A,3.276408659,4.920617764,2.80E-07,2.17E-06
YER137C-A,3.276414267,4.920617764,2.81E-07,2.18E-06
YDR365W-A,3.276422453,4.920617764,2.81E-07,2.18E-06
YJL171C,0.484858908,7.905593975,2.83E-07,2.19E-06
YDR084C,0.624939927,6.278674643,2.86E-07,2.21E-06
YKR100C,0.718844374,6.623277622,2.88E-07,2.22E-06
YDR096W,0.533736891,7.713713741,2.90E-07,2.24E-06
YHL035C,-0.637799574,6.574513459,2.92E-07,2.25E-06
YBL017C,0.439678584,8.171601888,2.93E-07,2.26E-06
YPL028W,0.43308934,9.29660387,2.94E-07,2.26E-06
YKR089C,0.482610275,7.872685367,2.97E-07,2.28E-06
YDR384C,-0.6411948,6.074498017,2.98E-07,2.28E-06
YBR221C,0.402251461,8.749227725,3.01E-07,2.30E-06
YFL048C,0.530737456,6.980528812,3.03E-07,2.32E-06
YLR274W,0.629070179,6.23574986,3.05E-07,2.32E-06
YLR220W,0.507066871,7.256587553,3.05E-07,2.32E-06
YJL122W,-1.150128025,5.431162234,3.06E-07,2.33E-06
YLL057C,1.149592631,4.368159173,3.08E-07,2.34E-06
YOR212W,-0.532994153,7.242903377,3.08E-07,2.34E-06
YPR145W,-0.907634622,9.138650798,3.09E-07,2.34E-06
YOR097C,0.828216704,5.340043123,3.22E-07,2.43E-06
YGR194C,0.67903219,6.152711596,3.23E-07,2.44E-06
YLR450W,0.461646865,7.631244635,3.23E-07,2.44E-06
YMR131C,-0.590978644,7.134765669,3.28E-07,2.47E-06
YKL096W-A,-0.372149098,10.20029876,3.28E-07,2.47E-06
YMR071C,0.572839371,7.229363972,3.39E-07,2.55E-06
YDR128W,0.596138202,6.623026557,3.50E-07,2.63E-06
YDL119C,0.828650576,5.382577295,3.52E-07,2.64E-06
YML132W,0.665936747,6.532909962,3.56E-07,2.66E-06
YBR302C,0.665938562,6.532909962,3.56E-07,2.67E-06
YEL002C,0.554405524,7.853127736,3.61E-07,2.70E-06
YDL161W,0.527722344,7.50674206,3.63E-07,2.71E-06
YGR097W,0.472450262,8.146756516,3.68E-07,2.75E-06
YGL053W,0.629327465,5.869646639,3.70E-07,2.75E-06
YMR070W,0.546754306,6.986736587,3.71E-07,2.76E-06
YLL024C,-0.433617715,10.86826876,3.80E-07,2.82E-06
YLR313C,1.234939645,4.117023793,3.81E-07,2.82E-06
YBR059C,0.587324884,7.953839098,3.81E-07,2.83E-06
YCL057C-A,0.559754842,7.195048061,3.82E-07,2.83E-06
YFR053C,-1.202004998,9.848166157,3.83E-07,2.83E-06
YOR074C,0.757927436,5.687793981,3.87E-07,2.85E-06
YCR005C,1.321340054,7.789340262,3.91E-07,2.88E-06
YBL102W,0.64396302,6.574705035,3.94E-07,2.90E-06
YBR046C,0.661548838,6.40349786,3.98E-07,2.92E-06
YNL265C,0.642375267,5.777672028,3.99E-07,2.93E-06
YER150W,-1.102866313,6.516430093,4.08E-07,2.99E-06
YML008C,-0.392793115,8.662366139,4.08E-07,2.99E-06
YBR006W,0.740779136,6.101499304,4.12E-07,3.01E-06
YML042W,1.006816255,5.07032742,4.13E-07,3.01E-06
YMR226C,0.504264971,7.985866793,4.14E-07,3.02E-06
YLR193C,0.90023781,5.344744841,4.16E-07,3.03E-06
YKR018C,0.456411409,7.962124158,4.23E-07,3.08E-06
YLR091W,0.79852385,5.20030483,4.29E-07,3.12E-06
YGR232W,0.688072429,6.450883857,4.34E-07,3.15E-06
YMR304W,0.679376818,6.891675844,4.36E-07,3.16E-06
YCR024C-B,-0.809249627,8.021242375,4.43E-07,3.21E-06
YLR224W,0.589683846,7.117111833,4.46E-07,3.22E-06
YDR287W,0.655441005,5.934317598,4.46E-07,3.22E-06
YLR432W,-0.429691732,8.629340068,4.59E-07,3.31E-06
YLR079W,0.763478604,7.033406045,4.60E-07,3.32E-06
YPL006W,0.60653474,6.61405609,4.61E-07,3.32E-06
YKR095W,0.488130891,7.488911869,4.68E-07,3.36E-06
YCL016C,0.818408902,5.170712216,4.69E-07,3.37E-06
YKL113C,0.658358891,5.983399311,4.76E-07,3.42E-06
YOL053W,0.70651304,6.042883325,4.79E-07,3.43E-06
YML087C,1.210911627,4.174370371,4.82E-07,3.45E-06
YLR154C-G,-0.532804537,8.230507701,4.83E-07,3.45E-06
YJR001W,0.524083122,7.46487319,4.85E-07,3.46E-06
YDR479C,0.605504482,6.968446076,4.85E-07,3.46E-06
YMR236W,0.517409744,7.077670458,4.88E-07,3.47E-06
YLR175W,-0.529906783,8.795516789,4.90E-07,3.48E-06
YMR011W,-0.485328888,11.6458718,4.98E-07,3.53E-06
YLR249W,-0.483090035,11.72438565,4.99E-07,3.54E-06
YNL103W,0.587742302,6.842970818,5.06E-07,3.59E-06
YOL014W,-0.904091049,4.5775606,5.07E-07,3.59E-06
YBL042C,0.662320016,6.092012224,5.10E-07,3.60E-06
YMR238W,0.531055762,7.994964162,5.19E-07,3.67E-06
YBR202W,0.569189781,6.766183484,5.30E-07,3.74E-06
YJL068C,0.560348574,6.69808939,5.43E-07,3.83E-06
YGL047W,0.825903363,5.777204217,5.48E-07,3.86E-06
YEL052W,0.48747206,7.191119545,5.55E-07,3.90E-06
YKL187C,0.705478189,5.562268199,5.57E-07,3.91E-06
YJL172W,0.743575513,6.861061225,5.75E-07,4.03E-06
YDL125C,0.410089859,8.211163442,5.77E-07,4.04E-06
YBR073W,0.612559041,6.831266309,5.78E-07,4.04E-06
YLR299W,0.689430656,7.19743149,5.79E-07,4.04E-06
YER083C,0.492919637,7.039945761,5.80E-07,4.05E-06
YBR173C,0.501800883,7.329430321,6.05E-07,4.22E-06
YPL124W,1.21745491,4.068684767,6.06E-07,4.22E-06
YGL160W,0.661342858,6.006463665,6.22E-07,4.33E-06
YMR139W,0.631347285,6.656570127,6.28E-07,4.36E-06
YEL001C,0.468758443,7.615918976,6.30E-07,4.37E-06
YER095W,0.734587098,7.214528823,6.31E-07,4.37E-06
YML093W,-1.006356142,6.611940041,6.31E-07,4.37E-06
YKL211C,0.572532973,7.291382075,6.42E-07,4.44E-06
YMR027W,0.460488179,7.443758418,6.49E-07,4.48E-06
YGR225W,1.643176575,3.485864651,6.51E-07,4.49E-06
YHR132W-A,0.665206492,6.336432936,6.58E-07,4.53E-06
YHL032C,0.539102684,7.597420406,6.59E-07,4.53E-06
YMR135C,0.494411352,7.861247734,6.65E-07,4.57E-06
YBR264C,0.645894449,5.947615653,6.76E-07,4.64E-06
YHR001W-A,0.880464331,5.055289532,7.13E-07,4.89E-06
